Using device: cpu
no-correction-fin1
Goal, Curr: (-0.84,  0.94), ( -1.40,  -0.60)   Error: 1.64
Goal, Curr: (-0.90,  1.12), ( -1.40,  -0.60)   Error: 1.79
Last SG, Last State: (  0.60,  -2.60), ( -1.40,  -0.60)  SG Improvement:-0.00000 

Goal, Curr: (-1.13,  1.03), ( -1.40,  -0.60)   Error: 1.66
Last SG, Last State: (  0.60,  -2.60), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.84,  1.17), ( -1.40,  -0.60)   Error: 1.86
Last SG, Last State: (  0.60,  -2.60), ( -1.40,  -0.60)  SG Improvement:-0.00000 

Goal, Curr: (-1.06,  1.11), ( -1.40,  -0.60)   Error: 1.74
Last SG, Last State: (  0.60,  -2.60), ( -1.40,  -0.61)  SG Improvement:-0.49763 

Goal, Curr: (-0.87,  1.04), ( -1.40,  -0.60)   Error: 1.72
Last SG, Last State: (  0.60,  -2.60), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.80,  0.86), ( -1.40,  -0.60)   Error: 1.58
Last SG, Last State: (  0.60,  -2.60), ( -1.40,  -0.60)  SG Improvement:-0.00936 

Goal, Curr: (-0.87,  1.05), ( -1.27,  -0.60)   Error: 1.70
Last SG, Last State: (  0.74,  -2.60), ( -1.27,  -0.60)  SG Improvement:-0.00049 

Goal, Curr: (-1.06,  0.76), ( -1.40,  -0.60)   Error: 1.40
Last SG, Last State: (  0.60,  -2.60), ( -1.40,  -0.60)  SG Improvement:0.02155 

Goal, Curr: (-1.24,  0.96), ( -1.40,  -0.60)   Error: 1.57
Last SG, Last State: (  0.60,  -2.60), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.79,  1.20), ( -1.40,  -0.60)   Error: 1.90
Last SG, Last State: (  0.60,  -2.60), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.14,  1.16), ( -0.92,  -0.75)   Error: 1.92
Last SG, Last State: (  1.08,  -2.75), ( -0.92,  -0.75)  SG Improvement:-0.00076 

Goal, Curr: (-0.76,  0.78), ( -1.40,  -0.60)   Error: 1.52
Last SG, Last State: (  0.60,  -2.60), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.18,  0.78), ( -1.40,  -0.60)   Error: 1.40
Last SG, Last State: (  0.63,  -2.60), ( -1.38,  -0.60)  SG Improvement:-0.00087 

Goal, Curr: (-1.04,  1.13), ( -1.39,  -0.60)   Error: 1.77
Last SG, Last State: (  0.63,  -2.60), ( -1.38,  -0.60)  SG Improvement:-0.00136 

Goal, Curr: (-1.19,  0.86), ( -1.24,  -0.60)   Error: 1.46
Last SG, Last State: (  0.76,  -2.60), ( -1.24,  -0.60)  SG Improvement:-0.00055 

Goal, Curr: (-0.87,  0.85), ( -1.40,  -0.60)   Error: 1.54
Last SG, Last State: (  0.60,  -2.60), ( -1.40,  -0.60)  SG Improvement:-0.00000 

Goal, Curr: (-0.89,  1.13), ( -1.40,  -0.60)   Error: 1.80
Last SG, Last State: (  0.60,  -2.60), ( -1.40,  -0.60)  SG Improvement:-0.00000 

Goal, Curr: (-0.98,  1.17), ( -1.40,  -0.60)   Error: 1.82
Last SG, Last State: (  0.60,  -2.60), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.94,  0.79), ( -1.40,  -0.60)   Error: 1.46
Last SG, Last State: (  0.60,  -2.60), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.91,  1.07), ( -1.40,  -0.60)   Error: 1.74
Last SG, Last State: (  0.60,  -2.61), ( -1.40,  -0.60)  SG Improvement:0.30289 

Goal, Curr: (-1.04,  0.87), ( -1.40,  -0.60)   Error: 1.51
Last SG, Last State: (  0.60,  -2.60), ( -1.40,  -0.60)  SG Improvement:-0.00788 

Goal, Curr: (-0.79,  0.81), ( -1.40,  -0.60)   Error: 1.53
Last SG, Last State: (  0.60,  -2.60), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.15,  1.02), ( -1.40,  -0.60)   Error: 1.64
Last SG, Last State: (  0.60,  -2.60), ( -1.40,  -0.60)  SG Improvement:-0.00000 

Goal, Curr: (-0.86,  1.06), ( -1.40,  -0.60)   Error: 1.75
Last SG, Last State: (  0.60,  -2.60), ( -1.40,  -0.60)  SG Improvement:-0.15923 

Goal, Curr: (-1.12,  0.90), ( -1.29,  -0.60)   Error: 1.51
Last SG, Last State: (  0.72,  -2.60), ( -1.29,  -0.60)  SG Improvement:-0.00077 

Goal, Curr: (-0.85,  1.13), ( -1.40,  -0.60)   Error: 1.81
Last SG, Last State: (  0.60,  -2.60), ( -1.40,  -0.60)  SG Improvement:-0.01412 

Goal, Curr: (-0.80,  1.14), ( -1.40,  -0.60)   Error: 1.84
Last SG, Last State: (  0.60,  -2.60), ( -1.40,  -0.60)  SG Improvement:-0.00002 

Goal, Curr: (-1.03,  1.25), ( -1.40,  -0.60)   Error: 1.89
Last SG, Last State: (  0.60,  -2.60), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.25,  1.23), ( -1.40,  -0.60)   Error: 1.84
Last SG, Last State: (  0.60,  -2.60), ( -1.40,  -0.60)  SG Improvement:-0.07384 

episode:00100, mean:0.35, std:0.14, median:0.37, success:0.00
Goal, Curr: (-1.00,  1.05), ( -0.91,  -1.17)   Error: 2.22
Last SG, Last State: (  1.09,  -3.17), ( -0.91,  -1.17)  SG Improvement:-0.00311 

Goal, Curr: (-0.75,  1.11), ( -1.40,  -0.72)   Error: 1.94
Last SG, Last State: (  0.60,  -2.64), ( -1.40,  -0.68)  SG Improvement:0.01791 

Goal, Curr: (-0.76,  1.17), ( -1.40,  -1.40)   Error: 2.64
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.18,  0.78), ( -1.40,  -1.40)   Error: 2.19
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00040 

Goal, Curr: (-1.02,  1.20), ( -1.40,  -1.27)   Error: 2.50
Last SG, Last State: (  0.60,  -3.23), ( -1.40,  -1.25)  SG Improvement:0.01321 

Goal, Curr: (-0.96,  1.14), ( -1.40,  -1.40)   Error: 2.58
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:-0.00015 

Goal, Curr: (-1.08,  1.07), ( -1.40,  -1.38)   Error: 2.47
Last SG, Last State: (  0.60,  -3.35), ( -1.40,  -1.37)  SG Improvement:0.00896 

Goal, Curr: (-1.15,  0.78), ( -1.40,  -1.35)   Error: 2.15
Last SG, Last State: (  0.60,  -3.33), ( -1.40,  -1.34)  SG Improvement:0.00918 

Goal, Curr: (-1.11,  1.19), ( -1.40,  -1.40)   Error: 2.60
Last SG, Last State: (  0.60,  -3.38), ( -1.40,  -1.39)  SG Improvement:0.00855 

Goal, Curr: (-1.06,  1.12), ( -1.40,  -1.32)   Error: 2.46
Last SG, Last State: (  0.60,  -3.29), ( -1.40,  -1.30)  SG Improvement:0.01053 

Goal, Curr: (-0.82,  0.75), ( -1.40,  -1.28)   Error: 2.12
Last SG, Last State: (  0.60,  -3.25), ( -1.40,  -1.26)  SG Improvement:0.01220 

Goal, Curr: (-1.25,  0.99), ( -1.40,  -1.39)   Error: 2.38
Last SG, Last State: (  0.60,  -3.37), ( -1.40,  -1.38)  SG Improvement:0.00902 

Goal, Curr: (-0.90,  0.92), ( -1.40,  -1.30)   Error: 2.27
Last SG, Last State: (  0.60,  -3.27), ( -1.40,  -1.28)  SG Improvement:0.01124 

Goal, Curr: (-1.11,  0.79), ( -1.40,  -1.40)   Error: 2.21
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:-0.00011 

Goal, Curr: (-1.03,  0.99), ( -1.40,  -1.30)   Error: 2.32
Last SG, Last State: (  0.60,  -3.27), ( -1.40,  -1.29)  SG Improvement:0.01107 

Goal, Curr: (-1.20,  0.92), ( -1.40,  -1.27)   Error: 2.20
Last SG, Last State: (  0.60,  -3.24), ( -1.40,  -1.25)  SG Improvement:0.01303 

Goal, Curr: (-0.79,  1.00), ( -1.40,  -1.40)   Error: 2.48
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00002 

Goal, Curr: (-1.18,  0.88), ( -1.40,  -1.33)   Error: 2.22
Last SG, Last State: (  0.60,  -3.29), ( -1.40,  -1.31)  SG Improvement:0.01020 

Goal, Curr: (-0.94,  0.75), ( -1.40,  -1.31)   Error: 2.11
Last SG, Last State: (  0.60,  -3.28), ( -1.40,  -1.29)  SG Improvement:0.01083 

Goal, Curr: (-1.11,  0.93), ( -1.40,  -1.40)   Error: 2.34
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:-0.00000 

Goal, Curr: (-0.85,  0.83), ( -1.20,  -0.60)   Error: 1.47
Last SG, Last State: (  0.79,  -2.60), ( -1.20,  -0.60)  SG Improvement:-0.09587 

Goal, Curr: (-0.79,  1.22), ( -1.28,  -0.60)   Error: 1.88
Last SG, Last State: (  0.86,  -2.60), ( -1.20,  -0.60)  SG Improvement:0.01212 

Goal, Curr: (-0.99,  0.97), ( -1.40,  -1.31)   Error: 2.32
Last SG, Last State: (  0.60,  -3.28), ( -1.40,  -1.30)  SG Improvement:0.01068 

Goal, Curr: (-1.21,  1.05), ( -1.40,  -1.36)   Error: 2.42
Last SG, Last State: (  0.60,  -3.33), ( -1.40,  -1.35)  SG Improvement:0.00894 

Goal, Curr: (-0.85,  0.80), ( -1.40,  -1.40)   Error: 2.27
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:-0.00000 

Goal, Curr: (-1.04,  1.04), ( -1.40,  -1.32)   Error: 2.39
Last SG, Last State: (  0.60,  -3.29), ( -1.40,  -1.31)  SG Improvement:0.01037 

Goal, Curr: (-0.85,  1.04), ( -1.40,  -1.40)   Error: 2.50
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00068 

Goal, Curr: (-0.98,  1.07), ( -1.40,  -1.35)   Error: 2.46
Last SG, Last State: (  0.60,  -3.32), ( -1.40,  -1.33)  SG Improvement:0.00938 

Goal, Curr: (-1.11,  0.87), ( -1.40,  -1.40)   Error: 2.29
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:-0.00000 

Goal, Curr: (-1.04,  0.85), ( -1.40,  -1.40)   Error: 2.27
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00300 

Goal, Curr: (-0.92,  1.22), ( -1.40,  -1.40)   Error: 2.66
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:-0.00040 

Goal, Curr: (-0.85,  1.22), ( -1.40,  -1.29)   Error: 2.58
Last SG, Last State: (  0.60,  -3.26), ( -1.40,  -1.28)  SG Improvement:0.01147 

Goal, Curr: (-0.80,  1.22), ( -1.40,  -1.38)   Error: 2.67
Last SG, Last State: (  0.60,  -3.35), ( -1.40,  -1.37)  SG Improvement:0.00901 

Goal, Curr: (-0.84,  1.12), ( -1.40,  -1.25)   Error: 2.43
Last SG, Last State: (  0.60,  -3.21), ( -1.40,  -1.23)  SG Improvement:0.01542 

Goal, Curr: (-0.99,  0.99), ( -1.40,  -1.40)   Error: 2.42
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-0.99,  1.01), ( -1.40,  -1.39)   Error: 2.44
Last SG, Last State: (  0.60,  -3.37), ( -1.40,  -1.38)  SG Improvement:0.00898 

Goal, Curr: (-0.97,  0.82), ( -1.40,  -1.35)   Error: 2.21
Last SG, Last State: (  0.60,  -3.32), ( -1.40,  -1.33)  SG Improvement:0.00949 

Goal, Curr: (-1.09,  0.84), ( -1.40,  -1.40)   Error: 2.26
Last SG, Last State: (  0.60,  -3.38), ( -1.40,  -1.39)  SG Improvement:0.00855 

Goal, Curr: (-1.15,  0.87), ( -1.40,  -1.40)   Error: 2.28
Last SG, Last State: (  0.60,  -3.38), ( -1.40,  -1.39)  SG Improvement:0.00845 

Goal, Curr: (-1.01,  0.93), ( -1.35,  -0.60)   Error: 1.57
Last SG, Last State: (  0.67,  -2.60), ( -1.34,  -0.60)  SG Improvement:-0.11522 

Goal, Curr: (-0.82,  1.18), ( -1.40,  -0.97)   Error: 2.23
Last SG, Last State: (  0.60,  -2.90), ( -1.40,  -0.94)  SG Improvement:0.01655 

Goal, Curr: (-0.89,  0.83), ( -1.40,  -1.40)   Error: 2.29
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:-0.00003 

Goal, Curr: (-0.94,  1.19), ( -1.40,  -1.31)   Error: 2.54
Last SG, Last State: (  0.60,  -3.28), ( -1.40,  -1.29)  SG Improvement:0.01086 

Goal, Curr: (-1.18,  1.17), ( -1.40,  -1.40)   Error: 2.58
Last SG, Last State: (  0.60,  -3.39), ( -1.40,  -1.40)  SG Improvement:0.00814 

Goal, Curr: (-1.15,  1.23), ( -1.40,  -1.38)   Error: 2.62
Last SG, Last State: (  0.60,  -3.36), ( -1.40,  -1.37)  SG Improvement:0.00916 

Goal, Curr: (-0.80,  0.97), ( -1.40,  -1.28)   Error: 2.32
Last SG, Last State: (  0.60,  -3.24), ( -1.40,  -1.26)  SG Improvement:0.01274 

Goal, Curr: (-0.83,  0.85), ( -1.40,  -1.40)   Error: 2.32
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00008 

Goal, Curr: (-1.13,  1.11), ( -1.40,  -1.40)   Error: 2.53
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00674 

Goal, Curr: (-1.24,  1.22), ( -1.40,  -1.24)   Error: 2.46
Last SG, Last State: (  0.60,  -3.20), ( -1.40,  -1.22)  SG Improvement:0.01629 

Goal, Curr: (-1.14,  1.04), ( -1.40,  -1.36)   Error: 2.41
Last SG, Last State: (  0.60,  -3.33), ( -1.40,  -1.35)  SG Improvement:0.00897 

episode:00200, mean:-0.31, std:0.28, median:-0.40, success:0.00
Goal, Curr: (-1.22,  0.99), ( -1.40,  -0.82)   Error: 1.81
Last SG, Last State: (  0.60,  -2.84), ( -1.40,  -0.83)  SG Improvement:-0.00695 

Goal, Curr: (-1.13,  1.13), ( -1.40,  -0.74)   Error: 1.88
Last SG, Last State: (  0.60,  -2.75), ( -1.40,  -0.75)  SG Improvement:-0.00453 

Goal, Curr: (-0.97,  0.91), ( -1.40,  -0.76)   Error: 1.73
Last SG, Last State: (  0.60,  -2.78), ( -1.40,  -0.77)  SG Improvement:-0.00518 

Goal, Curr: (-1.19,  1.20), ( -1.40,  -0.77)   Error: 1.98
Last SG, Last State: (  0.60,  -2.79), ( -1.40,  -0.78)  SG Improvement:-0.00557 

Goal, Curr: (-1.16,  0.84), ( -1.40,  -0.70)   Error: 1.56
Last SG, Last State: (  0.60,  -2.70), ( -1.40,  -0.70)  SG Improvement:-0.00285 

Goal, Curr: (-1.07,  1.04), ( -1.40,  -0.69)   Error: 1.76
Last SG, Last State: (  0.60,  -2.70), ( -1.40,  -0.70)  SG Improvement:-0.00253 

Goal, Curr: (-1.20,  0.94), ( -1.40,  -0.73)   Error: 1.68
Last SG, Last State: (  0.60,  -2.74), ( -1.40,  -0.74)  SG Improvement:-0.00437 

Goal, Curr: (-0.95,  1.22), ( -1.40,  -0.75)   Error: 2.01
Last SG, Last State: (  0.60,  -2.76), ( -1.40,  -0.75)  SG Improvement:-0.00475 

Goal, Curr: (-0.91,  0.83), ( -1.40,  -0.76)   Error: 1.67
Last SG, Last State: (  0.60,  -2.78), ( -1.40,  -0.77)  SG Improvement:-0.00525 

Goal, Curr: (-1.07,  0.80), ( -1.40,  -0.70)   Error: 1.53
Last SG, Last State: (  0.60,  -2.71), ( -1.40,  -0.70)  SG Improvement:-0.00304 

Goal, Curr: (-1.10,  1.00), ( -1.40,  -0.69)   Error: 1.71
Last SG, Last State: (  0.60,  -2.69), ( -1.40,  -0.69)  SG Improvement:-0.00207 

Goal, Curr: (-0.77,  0.93), ( -1.40,  -0.78)   Error: 1.82
Last SG, Last State: (  0.60,  -2.80), ( -1.40,  -0.79)  SG Improvement:-0.00597 

Goal, Curr: (-0.88,  0.84), ( -1.40,  -0.82)   Error: 1.74
Last SG, Last State: (  0.60,  -2.84), ( -1.40,  -0.83)  SG Improvement:-0.00716 

Goal, Curr: (-0.82,  0.94), ( -1.40,  -0.78)   Error: 1.82
Last SG, Last State: (  0.60,  -2.80), ( -1.40,  -0.79)  SG Improvement:-0.00591 

Goal, Curr: (-1.23,  0.93), ( -1.40,  -0.71)   Error: 1.65
Last SG, Last State: (  0.60,  -2.71), ( -1.40,  -0.71)  SG Improvement:-0.00357 

Goal, Curr: (-1.03,  0.99), ( -1.40,  -0.72)   Error: 1.74
Last SG, Last State: (  0.60,  -2.73), ( -1.40,  -0.72)  SG Improvement:-0.00383 

Goal, Curr: (-1.23,  1.08), ( -1.40,  -0.72)   Error: 1.81
Last SG, Last State: (  0.60,  -2.73), ( -1.40,  -0.73)  SG Improvement:-0.00409 

Goal, Curr: (-0.75,  0.88), ( -1.40,  -0.81)   Error: 1.81
Last SG, Last State: (  0.60,  -2.83), ( -1.40,  -0.82)  SG Improvement:-0.00673 

Goal, Curr: (-0.80,  1.13), ( -1.40,  -0.74)   Error: 1.97
Last SG, Last State: (  0.60,  -2.75), ( -1.40,  -0.75)  SG Improvement:-0.00454 

Goal, Curr: (-1.23,  0.96), ( -1.40,  -0.77)   Error: 1.74
Last SG, Last State: (  0.60,  -2.79), ( -1.40,  -0.78)  SG Improvement:-0.00547 

Goal, Curr: (-1.06,  0.78), ( -1.40,  -0.71)   Error: 1.53
Last SG, Last State: (  0.60,  -2.72), ( -1.40,  -0.72)  SG Improvement:-0.00383 

Goal, Curr: (-1.06,  1.21), ( -1.40,  -0.73)   Error: 1.96
Last SG, Last State: (  0.60,  -2.74), ( -1.40,  -0.74)  SG Improvement:-0.00437 

Goal, Curr: (-0.87,  0.85), ( -1.40,  -0.74)   Error: 1.68
Last SG, Last State: (  0.60,  -2.76), ( -1.40,  -0.75)  SG Improvement:-0.00466 

Goal, Curr: (-0.92,  1.22), ( -1.40,  -0.70)   Error: 1.98
Last SG, Last State: (  0.60,  -2.71), ( -1.40,  -0.70)  SG Improvement:-0.00324 

Goal, Curr: (-0.97,  1.01), ( -1.40,  -0.79)   Error: 1.86
Last SG, Last State: (  0.60,  -2.81), ( -1.40,  -0.80)  SG Improvement:-0.00627 

Goal, Curr: (-0.93,  0.87), ( -1.40,  -0.72)   Error: 1.66
Last SG, Last State: (  0.60,  -2.73), ( -1.40,  -0.72)  SG Improvement:-0.00390 

Goal, Curr: (-0.78,  1.18), ( -1.40,  -0.79)   Error: 2.06
Last SG, Last State: (  0.60,  -2.81), ( -1.40,  -0.80)  SG Improvement:-0.00610 

Goal, Curr: (-0.91,  0.81), ( -1.40,  -0.70)   Error: 1.59
Last SG, Last State: (  0.60,  -2.70), ( -1.40,  -0.70)  SG Improvement:-0.00294 

Goal, Curr: (-1.17,  0.82), ( -1.40,  -0.74)   Error: 1.57
Last SG, Last State: (  0.60,  -2.75), ( -1.40,  -0.75)  SG Improvement:-0.00453 

Goal, Curr: (-1.05,  0.89), ( -1.40,  -0.71)   Error: 1.63
Last SG, Last State: (  0.60,  -2.72), ( -1.40,  -0.72)  SG Improvement:-0.00382 

Goal, Curr: (-0.97,  1.16), ( -1.40,  -0.80)   Error: 2.01
Last SG, Last State: (  0.60,  -2.82), ( -1.40,  -0.81)  SG Improvement:-0.00652 

Goal, Curr: (-1.20,  1.19), ( -1.40,  -0.78)   Error: 1.98
Last SG, Last State: (  0.60,  -2.80), ( -1.40,  -0.79)  SG Improvement:-0.00579 

Goal, Curr: (-0.88,  1.20), ( -1.40,  -0.69)   Error: 1.96
Last SG, Last State: (  0.60,  -2.70), ( -1.40,  -0.69)  SG Improvement:-0.00232 

Goal, Curr: (-1.06,  0.86), ( -1.40,  -0.83)   Error: 1.72
Last SG, Last State: (  0.60,  -2.85), ( -1.40,  -0.84)  SG Improvement:-0.00728 

Goal, Curr: (-1.07,  0.98), ( -1.40,  -0.80)   Error: 1.82
Last SG, Last State: (  0.60,  -2.82), ( -1.40,  -0.81)  SG Improvement:-0.00656 

Goal, Curr: (-0.86,  0.83), ( -1.40,  -0.75)   Error: 1.67
Last SG, Last State: (  0.60,  -2.76), ( -1.40,  -0.76)  SG Improvement:-0.00479 

Goal, Curr: (-1.05,  0.96), ( -1.40,  -0.77)   Error: 1.76
Last SG, Last State: (  0.60,  -2.78), ( -1.40,  -0.77)  SG Improvement:-0.00537 

Goal, Curr: (-0.90,  0.78), ( -1.40,  -0.73)   Error: 1.59
Last SG, Last State: (  0.60,  -2.74), ( -1.40,  -0.74)  SG Improvement:-0.00438 

Goal, Curr: (-1.07,  1.10), ( -1.40,  -0.73)   Error: 1.85
Last SG, Last State: (  0.60,  -2.74), ( -1.40,  -0.73)  SG Improvement:-0.00424 

Goal, Curr: (-0.94,  1.12), ( -1.40,  -0.84)   Error: 2.01
Last SG, Last State: (  0.60,  -2.87), ( -1.40,  -0.86)  SG Improvement:-0.00791 

Goal, Curr: (-1.09,  1.03), ( -1.40,  -0.82)   Error: 1.88
Last SG, Last State: (  0.60,  -2.85), ( -1.40,  -0.84)  SG Improvement:-0.00727 

Goal, Curr: (-0.90,  0.75), ( -1.40,  -0.71)   Error: 1.54
Last SG, Last State: (  0.60,  -2.72), ( -1.40,  -0.71)  SG Improvement:-0.00378 

Goal, Curr: (-0.99,  1.13), ( -1.40,  -0.78)   Error: 1.95
Last SG, Last State: (  0.60,  -2.80), ( -1.40,  -0.79)  SG Improvement:-0.00574 

Goal, Curr: (-0.81,  1.11), ( -1.40,  -0.78)   Error: 1.98
Last SG, Last State: (  0.60,  -2.79), ( -1.40,  -0.78)  SG Improvement:-0.00568 

Goal, Curr: (-0.96,  0.98), ( -1.40,  -0.77)   Error: 1.81
Last SG, Last State: (  0.60,  -2.79), ( -1.40,  -0.78)  SG Improvement:-0.00563 

Goal, Curr: (-0.81,  0.94), ( -1.40,  -0.76)   Error: 1.81
Last SG, Last State: (  0.60,  -2.78), ( -1.40,  -0.77)  SG Improvement:-0.00526 

Goal, Curr: (-1.10,  1.13), ( -1.40,  -0.81)   Error: 1.96
Last SG, Last State: (  0.60,  -2.83), ( -1.40,  -0.82)  SG Improvement:-0.00669 

Goal, Curr: (-0.76,  0.78), ( -1.40,  -0.72)   Error: 1.63
Last SG, Last State: (  0.60,  -2.73), ( -1.40,  -0.72)  SG Improvement:-0.00396 

Goal, Curr: (-1.12,  0.99), ( -1.40,  -0.74)   Error: 1.76
Last SG, Last State: (  0.60,  -2.76), ( -1.40,  -0.75)  SG Improvement:-0.00468 

Goal, Curr: (-0.78,  1.01), ( -1.39,  -0.60)   Error: 1.73
Last SG, Last State: (  0.61,  -2.60), ( -1.40,  -0.60)  SG Improvement:0.04280 

episode:00300, mean:0.21, std:0.11, median:0.21, success:0.00
Goal, Curr: (-0.80,  0.79), ( -1.04,  -0.60)   Error: 1.41
Last SG, Last State: (  0.87,  -2.60), ( -1.09,  -0.60)  SG Improvement:0.00422 

Goal, Curr: (-1.15,  1.07), ( -1.40,  -0.60)   Error: 1.69
Last SG, Last State: (  0.60,  -2.60), ( -1.40,  -0.60)  SG Improvement:0.01155 

Goal, Curr: (-0.82,  0.91), ( -1.40,  -0.89)   Error: 1.89
