Using device: cpu
gc-4.0-fin7
Goal, Curr: (-1.06,  1.16), ( -1.02,  -1.40)   Error: 2.56
Last SG, Last State: (  0.87,   0.60), ( -1.11,  -1.40)  SG Improvement:0.06159 

Goal, Curr: (-0.99,  1.10), ( -0.09,  -0.82)   Error: 2.11
Last SG, Last State: (  1.66,   1.06), ( -0.16,  -0.88)  SG Improvement:-0.15743 

Goal, Curr: (-1.03,  1.08), ( -0.06,  -0.60)   Error: 1.94
Last SG, Last State: (  1.78,   1.34), ( -0.13,  -0.60)  SG Improvement:0.05436 

Goal, Curr: (-0.95,  1.12), ( -1.40,  -1.40)   Error: 2.56
Last SG, Last State: (  0.60,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00288 

Goal, Curr: (-1.04,  1.15), (  0.19,  -0.60)   Error: 2.15
Last SG, Last State: (  2.11,   1.40), (  0.19,  -0.60)  SG Improvement:0.18413 

Goal, Curr: (-1.10,  1.17), ( -1.40,  -1.21)   Error: 2.40
Last SG, Last State: (  0.60,   0.86), ( -1.40,  -1.13)  SG Improvement:-0.07750 

Goal, Curr: (-1.11,  0.98), ( -1.04,  -1.34)   Error: 2.32
Last SG, Last State: (  0.90,   0.60), ( -1.02,  -1.40)  SG Improvement:0.05466 

Goal, Curr: (-0.99,  1.16), ( -1.00,  -1.36)   Error: 2.52
Last SG, Last State: (  1.00,   0.67), ( -1.00,  -1.36)  SG Improvement:-0.04765 

Goal, Curr: (-1.22,  1.22), ( -0.16,  -0.73)   Error: 2.22
Last SG, Last State: (  1.69,   1.16), ( -0.23,  -0.78)  SG Improvement:-0.01458 

Goal, Curr: (-1.01,  0.90), ( -0.89,  -1.40)   Error: 2.30
Last SG, Last State: (  0.99,   0.60), ( -0.99,  -1.40)  SG Improvement:0.07574 

Goal, Curr: (-0.95,  1.10), ( -0.98,  -1.26)   Error: 2.36
Last SG, Last State: (  1.01,   0.76), ( -0.97,  -1.29)  SG Improvement:-0.03360 

Goal, Curr: (-0.86,  1.10), ( -0.84,  -1.11)   Error: 2.22
Last SG, Last State: (  0.99,   0.73), ( -0.96,  -1.17)  SG Improvement:-0.01785 

Goal, Curr: (-0.80,  1.08), ( -1.40,  -1.36)   Error: 2.51
Last SG, Last State: (  0.60,   0.81), ( -1.40,  -1.30)  SG Improvement:0.08076 

Goal, Curr: (-0.90,  0.95), ( -1.07,  -1.40)   Error: 2.36
Last SG, Last State: (  0.97,   0.68), ( -1.12,  -1.40)  SG Improvement:0.08282 

Goal, Curr: (-1.05,  1.04), ( -1.22,  -1.40)   Error: 2.45
Last SG, Last State: (  0.63,   0.60), ( -1.30,  -1.40)  SG Improvement:0.04705 

Goal, Curr: (-1.24,  0.78), ( -0.86,  -1.19)   Error: 2.01
Last SG, Last State: (  1.20,   0.60), ( -0.87,  -1.26)  SG Improvement:-0.11151 

Goal, Curr: (-0.85,  1.10), ( -1.11,  -1.40)   Error: 2.51
Last SG, Last State: (  0.73,   0.60), ( -1.20,  -1.40)  SG Improvement:0.05395 

Goal, Curr: (-1.02,  0.81), ( -1.09,  -1.40)   Error: 2.21
