Using device: cpu
no-correction-12-2
Goal, Curr: (-0.85,  1.24), ( -1.40,  -0.63)   Error: 1.95
Goal, Curr: (-1.06,  0.92), ( -0.93,  -0.81)   Error: 1.73
Last SG, Last State: (  1.06,   1.19), ( -0.93,  -0.81)  SG Improvement:0.03444 

Goal, Curr: (-1.24,  1.03), ( -1.02,  -1.10)   Error: 2.14
Last SG, Last State: (  0.98,   0.90), ( -1.02,  -1.10)  SG Improvement:-0.00287 

Goal, Curr: (-1.01,  0.80), ( -0.65,  -0.72)   Error: 1.56
Last SG, Last State: (  1.27,   1.24), ( -0.69,  -0.74)  SG Improvement:0.08038 

Goal, Curr: (-1.10,  0.78), (  0.31,  -0.60)   Error: 1.98
Last SG, Last State: (  2.31,   1.40), (  0.31,  -0.60)  SG Improvement:-0.04798 

Goal, Curr: (-1.21,  1.17), ( -0.86,  -0.97)   Error: 2.17
Last SG, Last State: (  1.12,   1.02), ( -0.87,  -0.97)  SG Improvement:0.02637 

Goal, Curr: (-0.88,  0.85), ( -0.76,  -0.62)   Error: 1.48
Last SG, Last State: (  1.22,   1.36), ( -0.77,  -0.63)  SG Improvement:-0.04715 

Goal, Curr: (-1.08,  0.94), ( -0.89,  -0.65)   Error: 1.61
Last SG, Last State: (  1.08,   1.33), ( -0.91,  -0.66)  SG Improvement:-0.04383 

Goal, Curr: (-0.93,  1.19), ( -0.66,  -0.81)   Error: 2.02
Last SG, Last State: (  1.33,   1.18), ( -0.67,  -0.81)  SG Improvement:0.04988 

Goal, Curr: (-0.99,  1.16), ( -0.94,  -0.79)   Error: 1.95
Last SG, Last State: (  1.05,   1.20), ( -0.94,  -0.79)  SG Improvement:0.04939 

Goal, Curr: (-1.11,  1.10), ( -1.04,  -0.98)   Error: 2.07
Last SG, Last State: (  0.95,   1.02), ( -1.05,  -0.98)  SG Improvement:-0.03918 

Goal, Curr: (-1.10,  0.89), ( -0.94,  -1.02)   Error: 1.91
Last SG, Last State: (  1.06,   0.98), ( -0.94,  -1.01)  SG Improvement:0.04669 

Goal, Curr: (-1.19,  1.17), ( -0.92,  -0.99)   Error: 2.18
Last SG, Last State: (  1.08,   1.01), ( -0.92,  -0.99)  SG Improvement:-0.06564 

Goal, Curr: (-0.80,  1.18), ( -0.65,  -0.79)   Error: 1.97
Last SG, Last State: (  1.35,   1.21), ( -0.65,  -0.79)  SG Improvement:-0.00678 

Goal, Curr: (-0.77,  1.17), ( -0.97,  -1.26)   Error: 2.43
Last SG, Last State: (  1.05,   0.75), ( -0.97,  -1.26)  SG Improvement:-0.22485 

Goal, Curr: (-1.18,  0.91), ( -1.16,  -1.19)   Error: 2.10
Last SG, Last State: (  0.83,   0.81), ( -1.17,  -1.19)  SG Improvement:-0.00705 

Goal, Curr: (-1.11,  0.93), ( -0.95,  -0.86)   Error: 1.80
Last SG, Last State: (  1.04,   1.13), ( -0.96,  -0.87)  SG Improvement:-0.12952 

Goal, Curr: (-1.08,  1.11), ( -0.76,  -0.83)   Error: 1.97
Last SG, Last State: (  1.23,   1.16), ( -0.76,  -0.83)  SG Improvement:-0.01085 

Goal, Curr: (-0.95,  0.99), ( -0.67,  -0.73)   Error: 1.74
Last SG, Last State: (  1.32,   1.27), ( -0.67,  -0.73)  SG Improvement:-0.02750 

Goal, Curr: (-1.08,  0.98), (  0.24,  -0.60)   Error: 2.06
Last SG, Last State: (  2.24,   1.40), (  0.24,  -0.60)  SG Improvement:-0.03786 

Goal, Curr: (-1.11,  1.04), ( -0.84,  -0.79)   Error: 1.85
Last SG, Last State: (  1.14,   1.20), ( -0.85,  -0.79)  SG Improvement:-0.04362 

Goal, Curr: (-0.95,  0.92), ( -0.85,  -1.14)   Error: 2.06
Last SG, Last State: (  1.16,   0.87), ( -0.84,  -1.13)  SG Improvement:0.10868 

Goal, Curr: (-1.14,  0.79), ( -0.70,  -0.90)   Error: 1.75
Last SG, Last State: (  1.29,   1.09), ( -0.71,  -0.91)  SG Improvement:0.04276 

Goal, Curr: (-1.02,  0.99), ( -1.09,  -0.96)   Error: 1.95
Last SG, Last State: (  0.89,   1.02), ( -1.11,  -0.98)  SG Improvement:-0.01661 

Goal, Curr: (-1.22,  0.93), ( -0.92,  -0.80)   Error: 1.76
Last SG, Last State: (  1.07,   1.19), ( -0.92,  -0.80)  SG Improvement:0.04544 

Goal, Curr: (-0.88,  1.20), ( -0.93,  -1.20)   Error: 2.40
Last SG, Last State: (  1.08,   0.81), ( -0.93,  -1.20)  SG Improvement:-0.17909 

Goal, Curr: (-1.11,  1.20), ( -0.84,  -0.95)   Error: 2.17
Last SG, Last State: (  1.14,   1.04), ( -0.85,  -0.95)  SG Improvement:-0.03256 

Goal, Curr: (-1.09,  1.11), ( -0.82,  -0.90)   Error: 2.03
Last SG, Last State: (  1.17,   1.10), ( -0.83,  -0.90)  SG Improvement:-0.13928 

Goal, Curr: (-0.84,  1.24), ( -0.92,  -1.05)   Error: 2.30
Last SG, Last State: (  1.08,   0.95), ( -0.92,  -1.05)  SG Improvement:0.02449 

Goal, Curr: (-1.11,  0.95), ( -0.89,  -0.83)   Error: 1.79
Last SG, Last State: (  1.10,   1.16), ( -0.89,  -0.84)  SG Improvement:0.00580 

Goal, Curr: (-0.92,  1.02), ( -1.06,  -1.25)   Error: 2.26
Last SG, Last State: (  0.95,   0.77), ( -1.05,  -1.23)  SG Improvement:0.04510 

Goal, Curr: (-1.22,  1.03), ( -0.83,  -0.70)   Error: 1.77
Last SG, Last State: (  1.14,   1.29), ( -0.84,  -0.71)  SG Improvement:-0.00073 

Goal, Curr: (-1.05,  1.08), ( -1.01,  -0.82)   Error: 1.90
Last SG, Last State: (  0.98,   1.18), ( -1.00,  -0.82)  SG Improvement:0.05081 

Goal, Curr: (-0.87,  1.14), ( -0.88,  -0.68)   Error: 1.82
Last SG, Last State: (  1.10,   1.30), ( -0.89,  -0.69)  SG Improvement:-0.04909 

Goal, Curr: (-0.81,  0.91), ( -0.97,  -0.81)   Error: 1.72
Last SG, Last State: (  1.02,   1.19), ( -0.97,  -0.81)  SG Improvement:-0.09457 

Goal, Curr: (-0.77,  0.81), ( -0.86,  -0.87)   Error: 1.69
Last SG, Last State: (  1.14,   1.13), ( -0.86,  -0.88)  SG Improvement:-0.15766 

Goal, Curr: (-0.81,  0.79), ( -1.04,  -0.89)   Error: 1.69
Last SG, Last State: (  0.94,   1.10), ( -1.04,  -0.89)  SG Improvement:0.07899 

Goal, Curr: (-0.77,  0.80), ( -0.85,  -0.70)   Error: 1.51
Last SG, Last State: (  1.14,   1.29), ( -0.86,  -0.71)  SG Improvement:-0.10870 

Goal, Curr: (-0.89,  0.83), ( -1.01,  -0.84)   Error: 1.67
Last SG, Last State: (  0.99,   1.16), ( -1.02,  -0.84)  SG Improvement:-0.17825 

Goal, Curr: (-1.21,  1.15), ( -0.96,  -0.81)   Error: 1.98
Last SG, Last State: (  1.02,   1.18), ( -0.97,  -0.82)  SG Improvement:0.03116 

Goal, Curr: (-1.08,  0.93), ( -1.08,  -0.95)   Error: 1.88
Last SG, Last State: (  0.92,   1.05), ( -1.09,  -0.95)  SG Improvement:-0.12945 

Goal, Curr: (-1.09,  0.80), ( -1.16,  -1.09)   Error: 1.89
Last SG, Last State: (  0.85,   0.92), ( -1.16,  -1.09)  SG Improvement:-0.10138 

Goal, Curr: (-1.18,  1.05), ( -0.76,  -1.05)   Error: 2.14
Last SG, Last State: (  1.20,   0.92), ( -0.77,  -1.06)  SG Improvement:-0.03079 

Goal, Curr: (-1.18,  0.97), ( -1.03,  -0.89)   Error: 1.87
Last SG, Last State: (  0.96,   1.11), ( -1.03,  -0.89)  SG Improvement:-0.00717 

Goal, Curr: (-0.85,  1.24), ( -1.11,  -1.27)   Error: 2.52
Last SG, Last State: (  0.90,   0.73), ( -1.10,  -1.27)  SG Improvement:0.00314 

Goal, Curr: (-1.25,  0.86), ( -0.69,  -0.89)   Error: 1.83
Last SG, Last State: (  1.31,   1.11), ( -0.69,  -0.89)  SG Improvement:0.01812 

Goal, Curr: (-1.14,  1.08), ( -1.15,  -1.30)   Error: 2.37
Last SG, Last State: (  0.85,   0.71), ( -1.15,  -1.29)  SG Improvement:-0.00127 

episode:00200, mean:5.95, std:0.63, median:5.84, success:0.00
Goal, Curr: (-1.03,  0.91), ( -1.29,  -0.72)   Error: 1.65
Last SG, Last State: (  0.62,   1.29), ( -1.32,  -0.71)  SG Improvement:0.55866 

Goal, Curr: (-0.81,  0.78), ( -1.12,  -0.62)   Error: 1.44
Last SG, Last State: (  0.89,   1.37), ( -1.11,  -0.63)  SG Improvement:-0.06771 

Goal, Curr: (-1.00,  1.08), ( -1.35,  -0.68)   Error: 1.79
Last SG, Last State: (  0.70,   1.31), ( -1.32,  -0.68)  SG Improvement:-0.04192 

Goal, Curr: (-1.17,  0.96), ( -1.39,  -0.68)   Error: 1.65
Last SG, Last State: (  0.67,   1.30), ( -1.35,  -0.69)  SG Improvement:-0.03378 

Goal, Curr: (-0.95,  1.03), ( -0.32,  -0.75)   Error: 1.89
Last SG, Last State: (  1.53,   1.31), ( -0.40,  -0.72)  SG Improvement:0.17535 

Goal, Curr: (-0.82,  0.85), ( -1.30,  -0.68)   Error: 1.60
Last SG, Last State: (  0.71,   1.32), ( -1.29,  -0.68)  SG Improvement:-0.09890 

Goal, Curr: (-0.87,  0.95), ( -1.10,  -0.64)   Error: 1.61
Last SG, Last State: (  0.85,   1.38), ( -1.11,  -0.64)  SG Improvement:0.42394 

Goal, Curr: (-0.75,  1.09), ( -1.30,  -0.90)   Error: 2.06
Last SG, Last State: (  0.62,   1.11), ( -1.32,  -0.90)  SG Improvement:0.53801 

Goal, Curr: (-1.11,  1.15), ( -1.32,  -0.63)   Error: 1.79
Last SG, Last State: (  0.60,   1.38), ( -1.38,  -0.62)  SG Improvement:0.00256 

Goal, Curr: (-0.76,  0.78), ( -1.29,  -0.73)   Error: 1.60
Last SG, Last State: (  0.68,   1.27), ( -1.29,  -0.73)  SG Improvement:-0.19084 

Goal, Curr: (-1.01,  1.05), ( -1.37,  -0.78)   Error: 1.86
Last SG, Last State: (  0.68,   1.21), ( -1.34,  -0.79)  SG Improvement:-0.04245 

Goal, Curr: (-0.77,  1.19), ( -1.29,  -0.61)   Error: 1.88
Last SG, Last State: (  0.62,   1.40), ( -1.32,  -0.61)  SG Improvement:0.57185 

Goal, Curr: (-1.03,  1.13), ( -1.32,  -0.66)   Error: 1.81
Last SG, Last State: (  0.60,   1.35), ( -1.38,  -0.65)  SG Improvement:-0.13602 

Goal, Curr: (-0.92,  0.87), ( -1.30,  -0.79)   Error: 1.71
Last SG, Last State: (  0.62,   1.22), ( -1.32,  -0.79)  SG Improvement:0.54976 

Goal, Curr: (-1.05,  0.83), ( -1.24,  -0.60)   Error: 1.44
Last SG, Last State: (  0.84,   1.37), ( -1.20,  -0.61)  SG Improvement:-0.01648 

Goal, Curr: (-1.03,  0.77), (  1.40,  -1.40)   Error: 3.25
Last SG, Last State: (  3.40,   0.60), (  1.40,  -1.40)  SG Improvement:0.00349 

Goal, Curr: (-0.83,  0.81), ( -1.32,  -0.83)   Error: 1.71
Last SG, Last State: (  0.71,   1.16), ( -1.30,  -0.84)  SG Improvement:-0.06022 

Goal, Curr: (-0.80,  1.09), ( -1.35,  -0.69)   Error: 1.87
Last SG, Last State: (  0.69,   1.30), ( -1.33,  -0.70)  SG Improvement:-0.04151 

Goal, Curr: (-1.24,  0.85), ( -1.39,  -0.60)   Error: 1.46
Last SG, Last State: (  0.67,   1.37), ( -1.38,  -0.60)  SG Improvement:-0.37087 

Goal, Curr: (-1.06,  0.82), ( -1.37,  -0.79)   Error: 1.64
Last SG, Last State: (  0.69,   1.20), ( -1.34,  -0.80)  SG Improvement:-0.04257 

Goal, Curr: (-1.04,  1.06), ( -1.38,  -0.78)   Error: 1.87
Last SG, Last State: (  0.63,   1.21), ( -1.40,  -0.78)  SG Improvement:-0.00120 

Goal, Curr: (-0.81,  0.94), ( -1.13,  -0.62)   Error: 1.59
Last SG, Last State: (  0.74,   1.40), ( -1.19,  -0.60)  SG Improvement:0.54458 

Goal, Curr: (-1.16,  0.81), ( -1.37,  -0.63)   Error: 1.45
Last SG, Last State: (  0.68,   1.35), ( -1.34,  -0.64)  SG Improvement:-0.03312 

Goal, Curr: (-0.98,  1.03), ( -1.38,  -0.80)   Error: 1.87
Last SG, Last State: (  0.60,   1.21), ( -1.40,  -0.80)  SG Improvement:-0.15075 

Goal, Curr: (-1.19,  0.78), ( -1.33,  -0.64)   Error: 1.43
Last SG, Last State: (  0.60,   1.36), ( -1.39,  -0.64)  SG Improvement:-0.38749 

Goal, Curr: (-0.95,  1.18), ( -1.35,  -0.69)   Error: 1.92
Last SG, Last State: (  0.72,   1.27), ( -1.32,  -0.71)  SG Improvement:-0.01222 

Goal, Curr: (-1.21,  0.95), ( -1.29,  -0.62)   Error: 1.57
Last SG, Last State: (  0.71,   1.38), ( -1.28,  -0.62)  SG Improvement:-0.11732 

Goal, Curr: (-1.12,  1.21), ( -1.25,  -0.62)   Error: 1.83
Last SG, Last State: (  0.77,   1.37), ( -1.24,  -0.62)  SG Improvement:-0.06884 

Goal, Curr: (-1.20,  1.21), ( -1.32,  -0.86)   Error: 2.08
Last SG, Last State: (  0.67,   1.14), ( -1.31,  -0.86)  SG Improvement:-0.19430 

Goal, Curr: (-1.15,  1.24), ( -1.23,  -0.61)   Error: 1.85
Last SG, Last State: (  0.67,   1.38), ( -1.30,  -0.60)  SG Improvement:0.36917 

Goal, Curr: (-0.77,  0.78), ( -1.28,  -0.81)   Error: 1.67
Last SG, Last State: (  0.84,   1.10), ( -1.22,  -0.86)  SG Improvement:-0.04696 

Goal, Curr: (-1.06,  1.08), ( -1.30,  -0.74)   Error: 1.84
Last SG, Last State: (  0.68,   1.26), ( -1.30,  -0.74)  SG Improvement:-0.18997 

Goal, Curr: (-1.16,  1.11), ( -1.38,  -0.67)   Error: 1.79
Last SG, Last State: (  0.62,   1.32), ( -1.40,  -0.66)  SG Improvement:-0.15144 

Goal, Curr: (-0.90,  0.96), ( -1.36,  -0.78)   Error: 1.80
Last SG, Last State: (  0.69,   1.21), ( -1.33,  -0.78)  SG Improvement:-0.04250 

Goal, Curr: (-0.98,  0.79), ( -1.31,  -0.69)   Error: 1.51
Last SG, Last State: (  0.70,   1.31), ( -1.30,  -0.69)  SG Improvement:-0.08879 

Goal, Curr: (-1.08,  0.98), ( -1.37,  -0.77)   Error: 1.78
Last SG, Last State: (  0.69,   1.21), ( -1.34,  -0.78)  SG Improvement:-0.04202 

Goal, Curr: (-1.10,  1.05), ( -1.36,  -0.60)   Error: 1.67
Last SG, Last State: (  0.71,   1.37), ( -1.32,  -0.62)  SG Improvement:-0.01277 

Goal, Curr: (-0.90,  0.80), ( -1.39,  -0.74)   Error: 1.62
Last SG, Last State: (  0.67,   1.24), ( -1.36,  -0.76)  SG Improvement:-0.03656 

Goal, Curr: (-0.98,  1.01), ( -1.38,  -0.80)   Error: 1.85
Last SG, Last State: (  0.60,   1.20), ( -1.38,  -0.80)  SG Improvement:0.35186 

Goal, Curr: (-1.23,  0.99), ( -1.40,  -0.67)   Error: 1.67
Last SG, Last State: (  0.65,   1.30), ( -1.38,  -0.69)  SG Improvement:-0.02769 

Goal, Curr: (-0.83,  1.17), ( -1.38,  -0.95)   Error: 2.18
Last SG, Last State: (  0.62,   1.03), ( -1.40,  -0.95)  SG Improvement:-0.16638 

Goal, Curr: (-1.03,  0.87), ( -1.38,  -0.77)   Error: 1.68
Last SG, Last State: (  0.62,   1.21), ( -1.40,  -0.77)  SG Improvement:-0.38959 

Goal, Curr: (-1.05,  1.09), (  1.40,  -1.40)   Error: 3.49
Last SG, Last State: (  3.40,   0.60), (  1.40,  -1.40)  SG Improvement:0.00079 

Goal, Curr: (-0.79,  1.03), ( -1.37,  -0.79)   Error: 1.91
Last SG, Last State: (  0.68,   1.19), ( -1.34,  -0.80)  SG Improvement:-0.04266 

Goal, Curr: (-1.11,  0.95), ( -1.39,  -0.69)   Error: 1.67
Last SG, Last State: (  0.67,   1.29), ( -1.36,  -0.71)  SG Improvement:-0.03415 

Goal, Curr: (-0.90,  0.77), ( -1.29,  -0.67)   Error: 1.50
Last SG, Last State: (  0.68,   1.33), ( -1.30,  -0.67)  SG Improvement:-0.17582 

Goal, Curr: (-0.83,  0.95), ( -1.32,  -0.76)   Error: 1.78
Last SG, Last State: (  0.69,   1.24), ( -1.31,  -0.76)  SG Improvement:-0.07710 

Goal, Curr: (-0.95,  1.09), ( -1.26,  -0.63)   Error: 1.75
Last SG, Last State: (  0.61,   1.40), ( -1.29,  -0.62)  SG Improvement:0.64614 

Goal, Curr: (-1.11,  0.77), ( -1.37,  -0.64)   Error: 1.44
Last SG, Last State: (  0.68,   1.34), ( -1.34,  -0.65)  SG Improvement:-0.03348 

Goal, Curr: (-1.07,  1.08), ( -1.32,  -0.93)   Error: 2.03
Last SG, Last State: (  0.67,   1.07), ( -1.32,  -0.93)  SG Improvement:-0.19644 

episode:00300, mean:5.79, std:0.60, median:5.83, success:0.00
Goal, Curr: (-0.82,  0.85), (  0.86,  -1.27)   Error: 2.71
Last SG, Last State: (  2.85,   0.73), (  0.85,  -1.27)  SG Improvement:0.00334 

Goal, Curr: (-0.96,  1.21), (  0.86,  -1.40)   Error: 3.18
Last SG, Last State: (  2.86,   0.60), (  0.86,  -1.40)  SG Improvement:0.00001 

Goal, Curr: (-1.02,  1.20), (  0.97,  -1.25)   Error: 3.16
Last SG, Last State: (  2.95,   0.75), (  0.96,  -1.25)  SG Improvement:0.00287 

Goal, Curr: (-1.21,  1.02), (  1.40,  -1.40)   Error: 3.56
Last SG, Last State: (  3.40,   0.60), (  1.40,  -1.40)  SG Improvement:-0.00000 

Goal, Curr: (-0.89,  0.75), (  1.40,  -1.40)   Error: 3.14
