Using device: cpu
gc-4.0-fin2
Goal, Curr: (-0.92,  1.03), ( -1.18,  -0.94)   Error: 1.98
Goal, Curr: (-1.07,  1.23), ( -0.92,  -1.15)   Error: 2.38
Last SG, Last State: ( -2.92,  -3.15), ( -0.92,  -1.15)  SG Improvement:0.00000 

Goal, Curr: (-1.16,  1.10), ( -0.98,  -0.85)   Error: 1.96
Last SG, Last State: ( -2.96,  -2.87), ( -0.97,  -0.86)  SG Improvement:0.00165 

Goal, Curr: (-0.96,  1.07), ( -0.96,  -1.22)   Error: 2.29
Last SG, Last State: ( -2.96,  -3.22), ( -0.96,  -1.22)  SG Improvement:-0.00000 

Goal, Curr: (-1.04,  1.03), ( -1.04,  -0.86)   Error: 1.89
Last SG, Last State: ( -3.04,  -2.86), ( -1.04,  -0.86)  SG Improvement:-0.00000 

Goal, Curr: (-1.06,  1.19), ( -1.04,  -1.10)   Error: 2.28
Last SG, Last State: ( -3.04,  -3.10), ( -1.04,  -1.10)  SG Improvement:0.00000 

Goal, Curr: (-1.00,  0.90), ( -0.84,  -1.09)   Error: 1.99
Last SG, Last State: ( -2.84,  -3.09), ( -0.84,  -1.09)  SG Improvement:0.00002 

Goal, Curr: (-1.01,  1.07), ( -0.85,  -1.10)   Error: 2.17
Last SG, Last State: ( -2.85,  -3.10), ( -0.85,  -1.10)  SG Improvement:0.00000 

Goal, Curr: (-1.04,  1.05), ( -0.96,  -1.08)   Error: 2.14
Last SG, Last State: ( -2.96,  -3.08), ( -0.96,  -1.08)  SG Improvement:-0.00000 

Goal, Curr: (-0.97,  1.04), ( -0.94,  -1.09)   Error: 2.13
Last SG, Last State: ( -2.97,  -3.06), ( -0.96,  -1.07)  SG Improvement:0.00622 

Goal, Curr: (-1.23,  1.22), ( -0.94,  -1.18)   Error: 2.42
Last SG, Last State: ( -2.94,  -3.18), ( -0.94,  -1.18)  SG Improvement:-0.00001 

Goal, Curr: (-0.75,  0.76), ( -1.05,  -0.78)   Error: 1.57
Last SG, Last State: ( -3.05,  -2.78), ( -1.05,  -0.78)  SG Improvement:-0.00000 

Goal, Curr: (-1.13,  1.18), ( -0.88,  -1.11)   Error: 2.30
Last SG, Last State: ( -2.88,  -3.11), ( -0.88,  -1.11)  SG Improvement:0.00000 

Goal, Curr: (-1.12,  0.86), ( -0.94,  -0.81)   Error: 1.68
Last SG, Last State: ( -2.94,  -2.81), ( -0.94,  -0.81)  SG Improvement:0.00000 

Goal, Curr: (-0.94,  1.02), ( -0.89,  -0.79)   Error: 1.81
Last SG, Last State: ( -2.89,  -2.79), ( -0.89,  -0.79)  SG Improvement:0.00000 

Goal, Curr: (-0.95,  0.79), ( -0.87,  -0.82)   Error: 1.61
Last SG, Last State: ( -2.87,  -2.82), ( -0.87,  -0.82)  SG Improvement:-0.00000 

Goal, Curr: (-1.14,  1.02), ( -0.89,  -1.15)   Error: 2.18
Last SG, Last State: ( -2.89,  -3.15), ( -0.89,  -1.15)  SG Improvement:0.00000 

Goal, Curr: (-1.25,  0.89), ( -1.05,  -0.78)   Error: 1.68
Last SG, Last State: ( -3.05,  -2.78), ( -1.05,  -0.78)  SG Improvement:-0.00000 

Goal, Curr: (-0.95,  0.76), ( -1.03,  -0.78)   Error: 1.54
Last SG, Last State: ( -3.03,  -2.78), ( -1.03,  -0.78)  SG Improvement:-0.00000 

Goal, Curr: (-0.86,  1.11), ( -0.90,  -0.85)   Error: 1.96
Last SG, Last State: ( -2.90,  -2.85), ( -0.90,  -0.85)  SG Improvement:0.00000 

Goal, Curr: (-1.24,  0.99), ( -0.89,  -0.83)   Error: 1.85
Last SG, Last State: ( -2.89,  -2.83), ( -0.89,  -0.83)  SG Improvement:-0.00001 

Goal, Curr: (-0.83,  1.02), ( -0.97,  -1.04)   Error: 2.06
Last SG, Last State: ( -2.97,  -3.03), ( -0.97,  -1.03)  SG Improvement:0.00920 

Goal, Curr: (-0.82,  1.12), ( -0.88,  -0.88)   Error: 1.99
Last SG, Last State: ( -2.88,  -2.88), ( -0.88,  -0.88)  SG Improvement:-0.00004 

Goal, Curr: (-0.87,  0.94), ( -0.96,  -0.77)   Error: 1.71
Last SG, Last State: ( -2.96,  -2.77), ( -0.96,  -0.77)  SG Improvement:0.00000 

Goal, Curr: (-1.07,  1.19), ( -0.88,  -0.82)   Error: 2.02
Last SG, Last State: ( -2.88,  -2.82), ( -0.88,  -0.82)  SG Improvement:-0.00000 

Goal, Curr: (-0.85,  1.18), ( -1.05,  -0.86)   Error: 2.05
Last SG, Last State: ( -3.05,  -2.86), ( -1.05,  -0.86)  SG Improvement:-0.00000 

Goal, Curr: (-0.84,  1.17), ( -0.92,  -0.88)   Error: 2.06
Last SG, Last State: ( -2.92,  -2.88), ( -0.92,  -0.88)  SG Improvement:0.00000 

Goal, Curr: (-1.03,  0.85), ( -0.86,  -1.09)   Error: 1.95
Last SG, Last State: ( -2.86,  -3.09), ( -0.86,  -1.09)  SG Improvement:-0.00001 

Goal, Curr: (-1.02,  1.20), ( -1.07,  -0.85)   Error: 2.05
Last SG, Last State: ( -3.07,  -2.85), ( -1.07,  -0.85)  SG Improvement:-0.00000 

Goal, Curr: (-1.14,  1.21), ( -0.94,  -0.87)   Error: 2.09
Last SG, Last State: ( -2.94,  -2.87), ( -0.94,  -0.87)  SG Improvement:0.00000 

Goal, Curr: (-1.13,  1.13), ( -0.88,  -0.92)   Error: 2.06
Last SG, Last State: ( -2.88,  -2.92), ( -0.88,  -0.92)  SG Improvement:-0.00003 

Goal, Curr: (-0.87,  0.76), ( -0.95,  -1.19)   Error: 1.96
Last SG, Last State: ( -2.93,  -3.22), ( -0.94,  -1.21)  SG Improvement:0.00127 

Goal, Curr: (-1.20,  1.14), ( -0.87,  -1.23)   Error: 2.40
Last SG, Last State: ( -2.87,  -3.23), ( -0.87,  -1.23)  SG Improvement:0.00006 

Goal, Curr: (-1.23,  0.90), ( -0.91,  -0.76)   Error: 1.68
Last SG, Last State: ( -2.91,  -2.76), ( -0.91,  -0.76)  SG Improvement:-0.00000 

Goal, Curr: (-1.02,  1.14), ( -0.92,  -0.76)   Error: 1.91
Last SG, Last State: ( -2.92,  -2.76), ( -0.92,  -0.76)  SG Improvement:-0.00006 

Goal, Curr: (-0.82,  0.89), ( -1.05,  -0.79)   Error: 1.69
Last SG, Last State: ( -3.05,  -2.79), ( -1.05,  -0.79)  SG Improvement:-0.00000 

Goal, Curr: (-1.22,  1.03), ( -1.07,  -1.18)   Error: 2.22
Last SG, Last State: ( -3.07,  -3.18), ( -1.07,  -1.18)  SG Improvement:0.00000 

Goal, Curr: (-0.86,  0.98), ( -1.01,  -1.20)   Error: 2.19
Last SG, Last State: ( -3.01,  -3.20), ( -1.01,  -1.20)  SG Improvement:-0.00000 

Goal, Curr: (-1.23,  1.24), ( -0.86,  -0.89)   Error: 2.16
Last SG, Last State: ( -2.86,  -2.89), ( -0.86,  -0.89)  SG Improvement:-0.00000 

Goal, Curr: (-1.23,  0.93), ( -0.91,  -0.78)   Error: 1.74
Last SG, Last State: ( -2.91,  -2.78), ( -0.91,  -0.78)  SG Improvement:-0.00000 

Goal, Curr: (-1.21,  1.02), ( -0.90,  -0.87)   Error: 1.91
Last SG, Last State: ( -2.90,  -2.87), ( -0.90,  -0.87)  SG Improvement:0.00000 

Goal, Curr: (-0.77,  0.84), ( -0.85,  -1.08)   Error: 1.91
Last SG, Last State: ( -2.85,  -3.08), ( -0.85,  -1.08)  SG Improvement:-0.00001 

Goal, Curr: (-0.80,  0.86), ( -1.01,  -0.83)   Error: 1.70
Last SG, Last State: ( -3.01,  -2.83), ( -1.01,  -0.83)  SG Improvement:-0.00000 

Goal, Curr: (-1.01,  1.13), ( -1.08,  -0.82)   Error: 1.95
Last SG, Last State: ( -3.08,  -2.82), ( -1.08,  -0.82)  SG Improvement:-0.00000 

Goal, Curr: (-1.20,  1.15), ( -0.89,  -0.78)   Error: 1.95
Last SG, Last State: ( -2.89,  -2.78), ( -0.89,  -0.78)  SG Improvement:-0.00000 

Goal, Curr: (-1.06,  1.05), ( -0.96,  -0.81)   Error: 1.87
Last SG, Last State: ( -2.96,  -2.81), ( -0.96,  -0.81)  SG Improvement:0.00000 

Goal, Curr: (-0.91,  1.08), ( -0.97,  -0.89)   Error: 1.96
Last SG, Last State: ( -2.95,  -2.91), ( -0.96,  -0.90)  SG Improvement:-0.00030 

Goal, Curr: (-0.88,  0.89), ( -0.92,  -0.92)   Error: 1.81
Last SG, Last State: ( -2.92,  -2.92), ( -0.92,  -0.92)  SG Improvement:0.00000 

Goal, Curr: (-1.25,  1.02), ( -0.94,  -0.91)   Error: 1.95
Last SG, Last State: ( -2.94,  -2.91), ( -0.94,  -0.91)  SG Improvement:0.00000 

episode:00200, mean:5.96, std:0.65, median:5.94, success:0.00
Goal, Curr: (-1.23,  0.90), ( -0.59,  -0.61)   Error: 1.64
Last SG, Last State: ( -2.59,  -2.61), ( -0.60,  -0.62)  SG Improvement:0.01198 

Goal, Curr: (-0.81,  1.22), ( -0.61,  -0.87)   Error: 2.09
Last SG, Last State: ( -2.62,  -2.87), ( -0.62,  -0.87)  SG Improvement:-0.00143 

Goal, Curr: (-1.01,  0.85), ( -0.55,  -0.91)   Error: 1.82
Last SG, Last State: ( -2.56,  -2.92), ( -0.55,  -0.92)  SG Improvement:-0.00314 

Goal, Curr: (-1.18,  0.89), ( -0.51,  -1.06)   Error: 2.06
Last SG, Last State: ( -2.48,  -3.02), ( -0.48,  -1.02)  SG Improvement:-0.01765 

Goal, Curr: (-1.07,  1.11), ( -0.77,  -0.78)   Error: 1.91
Last SG, Last State: ( -2.73,  -2.73), ( -0.75,  -0.76)  SG Improvement:0.02182 

Goal, Curr: (-1.14,  1.20), ( -0.61,  -0.64)   Error: 1.91
Last SG, Last State: ( -2.61,  -2.63), ( -0.61,  -0.64)  SG Improvement:0.00040 

Goal, Curr: (-0.98,  1.19), ( -0.61,  -0.80)   Error: 2.03
Last SG, Last State: ( -2.62,  -2.81), ( -0.61,  -0.81)  SG Improvement:-0.00567 

Goal, Curr: (-0.86,  0.79), ( -0.75,  -0.64)   Error: 1.43
Last SG, Last State: ( -2.75,  -2.64), ( -0.75,  -0.65)  SG Improvement:0.00518 

Goal, Curr: (-1.22,  1.07), ( -0.51,  -0.94)   Error: 2.13
Last SG, Last State: ( -2.53,  -2.96), ( -0.52,  -0.95)  SG Improvement:-0.00851 

Goal, Curr: (-0.99,  1.02), ( -0.50,  -0.98)   Error: 2.07
Last SG, Last State: ( -2.49,  -2.97), ( -0.49,  -0.96)  SG Improvement:-0.01727 

Goal, Curr: (-1.22,  0.89), ( -0.52,  -0.98)   Error: 2.00
Last SG, Last State: ( -2.51,  -2.96), ( -0.52,  -0.97)  SG Improvement:0.01077 

Goal, Curr: (-0.94,  1.09), ( -0.91,  -1.40)   Error: 2.49
Last SG, Last State: ( -2.69,  -3.29), ( -0.76,  -1.40)  SG Improvement:-0.01308 

Goal, Curr: (-1.24,  1.14), ( -0.77,  -0.77)   Error: 1.96
Last SG, Last State: ( -2.79,  -2.78), ( -0.78,  -0.77)  SG Improvement:-0.00770 

Goal, Curr: (-1.12,  1.11), ( -0.49,  -0.93)   Error: 2.14
Last SG, Last State: ( -2.51,  -2.95), ( -0.50,  -0.94)  SG Improvement:-0.00637 

Goal, Curr: (-1.10,  0.94), ( -0.58,  -0.83)   Error: 1.84
Last SG, Last State: ( -2.60,  -2.84), ( -0.59,  -0.83)  SG Improvement:-0.00963 

Goal, Curr: (-0.97,  1.11), ( -0.50,  -0.96)   Error: 2.12
Last SG, Last State: ( -2.49,  -2.95), ( -0.48,  -0.94)  SG Improvement:-0.01181 

Goal, Curr: (-0.93,  1.20), ( -0.59,  -0.81)   Error: 2.04
Last SG, Last State: ( -2.59,  -2.81), ( -0.59,  -0.81)  SG Improvement:-0.00111 

Goal, Curr: (-1.09,  0.77), ( -0.75,  -0.80)   Error: 1.61
Last SG, Last State: ( -2.71,  -2.77), ( -0.74,  -0.79)  SG Improvement:0.02769 

Goal, Curr: (-0.97,  1.16), ( -0.66,  -0.74)   Error: 1.92
Last SG, Last State: ( -2.65,  -2.73), ( -0.65,  -0.73)  SG Improvement:0.00383 

Goal, Curr: (-1.06,  0.95), ( -0.51,  -0.92)   Error: 1.95
Last SG, Last State: ( -2.53,  -2.94), ( -0.52,  -0.93)  SG Improvement:-0.00690 

Goal, Curr: (-1.09,  0.84), ( -0.50,  -0.93)   Error: 1.87
Last SG, Last State: ( -2.51,  -2.94), ( -0.51,  -0.94)  SG Improvement:-0.00255 

Goal, Curr: (-1.16,  0.82), ( -0.60,  -0.84)   Error: 1.75
Last SG, Last State: ( -2.60,  -2.84), ( -0.60,  -0.84)  SG Improvement:0.00165 

Goal, Curr: (-0.97,  0.90), ( -0.50,  -0.88)   Error: 1.84
Last SG, Last State: ( -2.50,  -2.87), ( -0.50,  -0.88)  SG Improvement:0.00140 

Goal, Curr: (-0.77,  0.93), ( -0.54,  -1.01)   Error: 1.96
Last SG, Last State: ( -2.53,  -2.99), ( -0.53,  -1.00)  SG Improvement:-0.01054 

Goal, Curr: (-1.23,  0.79), ( -0.70,  -1.22)   Error: 2.07
Last SG, Last State: ( -2.84,  -3.29), ( -0.76,  -1.25)  SG Improvement:-0.05087 

Goal, Curr: (-1.02,  1.23), ( -0.53,  -1.12)   Error: 2.40
Last SG, Last State: ( -2.54,  -3.14), ( -0.54,  -1.14)  SG Improvement:-0.00222 

Goal, Curr: (-1.09,  1.13), ( -0.61,  -0.87)   Error: 2.05
Last SG, Last State: ( -2.62,  -2.88), ( -0.61,  -0.87)  SG Improvement:-0.00348 

Goal, Curr: (-0.75,  0.97), ( -0.48,  -0.98)   Error: 1.97
Last SG, Last State: ( -2.49,  -2.98), ( -0.48,  -0.97)  SG Improvement:-0.00223 

Goal, Curr: (-1.11,  1.10), ( -0.75,  -0.75)   Error: 1.89
Last SG, Last State: ( -2.76,  -2.76), ( -0.76,  -0.76)  SG Improvement:-0.00451 

Goal, Curr: (-0.97,  1.17), ( -0.62,  -0.82)   Error: 2.02
Last SG, Last State: ( -2.62,  -2.82), ( -0.63,  -0.84)  SG Improvement:0.01239 

Goal, Curr: (-1.19,  1.05), ( -0.61,  -0.83)   Error: 1.96
Last SG, Last State: ( -2.62,  -2.84), ( -0.61,  -0.83)  SG Improvement:-0.00667 

Goal, Curr: (-0.95,  1.05), ( -0.68,  -0.85)   Error: 1.92
Last SG, Last State: ( -2.65,  -2.82), ( -0.66,  -0.83)  SG Improvement:0.00621 

Goal, Curr: (-0.79,  0.93), ( -0.61,  -0.72)   Error: 1.66
Last SG, Last State: ( -2.63,  -2.74), ( -0.62,  -0.73)  SG Improvement:-0.00922 

Goal, Curr: (-1.16,  1.13), ( -0.54,  -0.90)   Error: 2.12
Last SG, Last State: ( -2.54,  -2.90), ( -0.53,  -0.89)  SG Improvement:-0.00073 

Goal, Curr: (-1.04,  0.87), ( -0.69,  -0.78)   Error: 1.68
Last SG, Last State: ( -2.70,  -2.80), ( -0.70,  -0.80)  SG Improvement:-0.00437 

Goal, Curr: (-1.21,  1.07), ( -0.49,  -0.94)   Error: 2.14
Last SG, Last State: ( -2.51,  -2.96), ( -0.50,  -0.95)  SG Improvement:-0.00635 

Goal, Curr: (-1.23,  0.83), ( -1.38,  -1.37)   Error: 2.20
Last SG, Last State: ( -3.21,  -3.40), ( -1.37,  -1.40)  SG Improvement:0.00713 

Goal, Curr: (-0.98,  1.02), ( -0.69,  -0.70)   Error: 1.74
Last SG, Last State: ( -2.69,  -2.70), ( -0.69,  -0.70)  SG Improvement:0.00029 

Goal, Curr: (-0.90,  1.12), ( -1.35,  -1.38)   Error: 2.53
Last SG, Last State: ( -3.27,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.06248 

Goal, Curr: (-0.78,  1.18), ( -0.67,  -0.75)   Error: 1.94
Last SG, Last State: ( -2.67,  -2.76), ( -0.65,  -0.74)  SG Improvement:-0.02592 

Goal, Curr: (-0.98,  1.14), ( -0.70,  -0.79)   Error: 1.95
Last SG, Last State: ( -2.68,  -2.77), ( -0.69,  -0.78)  SG Improvement:0.00847 

Goal, Curr: (-0.79,  0.94), ( -0.73,  -0.65)   Error: 1.59
Last SG, Last State: ( -2.75,  -2.67), ( -0.74,  -0.66)  SG Improvement:-0.01616 

Goal, Curr: (-0.98,  0.91), ( -0.61,  -0.81)   Error: 1.76
Last SG, Last State: ( -2.63,  -2.82), ( -0.62,  -0.82)  SG Improvement:-0.00804 

Goal, Curr: (-1.03,  1.14), ( -0.50,  -0.95)   Error: 2.16
Last SG, Last State: ( -2.51,  -2.97), ( -0.51,  -0.96)  SG Improvement:-0.00646 

Goal, Curr: (-1.20,  1.11), ( -0.49,  -0.96)   Error: 2.19
Last SG, Last State: ( -2.50,  -2.97), ( -0.50,  -0.96)  SG Improvement:-0.00606 

Goal, Curr: (-0.97,  1.23), ( -0.48,  -1.03)   Error: 2.31
Last SG, Last State: ( -2.49,  -3.04), ( -0.48,  -1.04)  SG Improvement:-0.00787 

Goal, Curr: (-0.89,  1.21), ( -1.30,  -1.35)   Error: 2.60
Last SG, Last State: ( -3.37,  -3.40), ( -1.38,  -1.37)  SG Improvement:0.01129 

Goal, Curr: (-1.15,  0.91), ( -0.51,  -1.01)   Error: 2.02
Last SG, Last State: ( -2.53,  -3.02), ( -0.52,  -1.02)  SG Improvement:-0.00760 

Goal, Curr: (-1.06,  0.99), ( -0.54,  -0.90)   Error: 1.97
Last SG, Last State: ( -2.55,  -2.92), ( -0.55,  -0.91)  SG Improvement:-0.00624 

Goal, Curr: (-0.98,  1.09), ( -0.81,  -1.26)   Error: 2.35
Last SG, Last State: ( -2.98,  -3.32), ( -0.86,  -1.27)  SG Improvement:-0.02486 

episode:00300, mean:6.01, std:0.59, median:5.99, success:0.00
Log radii:  [ 0.48748845 -1.0022019   1.3862944   1.3862944   1.3862944   1.3265988 ]
Adjusted log radii:  [2.47748852 2.48779798 2.87629437 1.87629437 1.37629437 1.81659877]
